uuid,created_at,created_longitude,created_latitude,modified_at,modified_longitude,modified_latitude,accessed_at,content,tags,folder,flagged,languageGrammar
7F3E01A9-B139-4968-8B53-CA22B16558DA,2019-01-07T14:49:16Z,0,0,2019-01-07T14:49:16Z,0,0,2019-01-07T15:56:17Z,"Elliptical
Date: Jan 7, 2019 at 9:48 AM

Level: 14
Time: 15 Minutes
Calories: 188
Distance: 1.47 Miles
Distance Climbed: 2082
Speed: 5.88 mph
Pace: 10:11 min/mile
Elliptical HR: 130 bpm
Runkeeper HR: 127 bpm
AppleWatch HR: 130 bpm

Notes:
Warm-up. Right knee pain. 

Weights:
",,1,FALSE,Markdown
ADF1F7C2-74FC-494A-9DAB-F72656582BBA,2019-01-03T22:48:33Z,0,0,2019-01-03T22:48:33Z,0,0,2019-01-07T14:49:16Z,"Elliptical
Date: Jan 3, 2019 at 5:46 PM

Level: 14
Time: 35 Minutes
Calories: 188
Distance: 1.56 Miles
Distance Climbed: 2092
Speed: 6.25 mph
Pace: 9:35 min/mile
Elliptical HR: 135 bpm
Runkeeper HR: NaN bpm
AppleWatch HR: 137 bpm

Notes:
Warm up. Felt pretty strong. Knee started going at the very end. ",,1,FALSE,Markdown
AF1A0622-5C5B-40CC-803D-FF9934B9CB0D,2018-12-31T20:59:20Z,0,0,2018-12-31T20:59:20Z,0,0,2019-01-03T22:48:33Z,"Elliptical
Date: Dec 31, 2018 at 3:58 PM

Level: 14
Time: 35 Minutes
Calories: 446
Distance: 3.33 Miles
Distance Climbed: 4977
Speed: 5.71 mph
Pace: 10:29 min/mile
Elliptical HR: 138 bpm
Runkeeper HR: 138 bpm
AppleWatch HR: 138 bpm

Notes:
Slow and steady. Didn’t push pace. Knee started giving out at 25 minutes. 
- Glutamine 
- Creatine ",,1,FALSE,Markdown
7D31AB36-8550-4340-9724-A9BEF25B6450,2018-12-21T15:55:20Z,0,0,2018-12-21T15:55:20Z,0,0,2018-12-21T18:21:49Z,"Elliptical
Date: Dec 21, 2018 at 10:54 AM

Level: 14
Time: 38 Minutes
Calories: 445
Distance: 3.52 Miles
Distance Climbed: 5004
Speed: 6.05 mph
Pace: 9:54 min/mile
Elliptical HR: 134 bpm
Runkeeper HR: 134 bpm
AppleWatch HR: 136 bpm

Notes:
Felt good, but didn’t push the pace. 
- Glutamine 
- Creatine ",,1,FALSE,Markdown
8770B5DE-40C9-47E3-88D5-1B74FB926829,2018-12-20T16:05:22Z,0,0,2018-12-20T16:05:22Z,0,0,2018-12-21T15:55:20Z,"Elliptical
Date: Dec 20, 2018 at 11:03 AM

Level: 14
Time: 15 Minutes
Calories: 186
Distance: 1.36 Miles
Distance Climbed: 2057
Speed: 5.46 mph
Pace: 10:58 min/mile
Elliptical HR: 135 bpm
Runkeeper HR: 134 bpm
AppleWatch HR: 136 bpm

Notes:
Cool down. Still slow, couldn’t really push pace. 
- Creatine 
- Glutamine 
",,1,FALSE,Markdown
ABCF2296-D86E-436E-B6A3-DADB0AB542DD,2018-12-20T15:02:57Z,0,0,2018-12-20T15:02:57Z,0,0,2018-12-20T16:03:47Z,"Elliptical
Date: Dec 20, 2018 at 10:01 AM

Level: 14
Time: 15 Minutes
Calories: 185
Distance: 1.29 Miles
Distance Climbed: 2029
Speed: 5.16 mph
Pace: 11:36 min/mile
Elliptical HR: 125 bpm
Runkeeper HR: 125 bpm
AppleWatch HR: 125 bpm

Notes:
Warm-up. Kept it slow. Right plantar pain is back. ",,1,FALSE,Markdown
AAFBFFFC-813D-4AFE-8139-22444E5F430F,2018-12-18T15:38:16Z,0,0,2018-12-18T15:38:16Z,0,0,2018-12-20T15:02:57Z,"Elliptical
Date: Dec 18, 2018 at 10:36 AM

Level: 14
Time: 35 Minutes
Calories: 444
Distance: 3.5 Miles
Distance Climbed: 4997
Speed: 6.01 mph
Pace: 9:58 min/mile
Elliptical HR: 135 bpm
Runkeeper HR: 133 bpm
AppleWatch HR: 137 bpm

Notes:
First long elliptical in a bit. Hurt my elbow. Kept it slow and steady, but felt very strong. 
- Glutamine 
- ShroomTech 
- Creatine ",,1,FALSE,Markdown
DD15D72D-9D42-47EF-AF13-ADDC53689E49,2018-12-12T19:51:45Z,-86.17367548,39.87917927,2018-12-12T19:52:16Z,-86.1739154,39.87904239,2018-12-18T15:38:16Z,"Elliptical
Date: Dec 12, 2018 at 2:50 PM

Level: 14
Time: 15 Minutes
Calories: 186
Distance: 1.37 Miles
Distance Climbed: 2061
Speed: 5.51 mph
Pace: 10:52 min/mile
Elliptical HR: 134 bpm
Runkeeper HR: 132 bpm
AppleWatch HR: 134 bpm

Notes:
Cool- down. Didn’t press pace again. Knee started giving out in last minute. 

- ShroomTech 
- Creatine 
- Glutamine 
- BCAA ",,1,FALSE,Markdown
840FFFA4-C5CD-4F37-B0A5-3912E6D3D4BA,2018-12-12T18:56:38Z,0,0,2018-12-12T18:56:38Z,0,0,2018-12-12T18:56:38Z,"Elliptical
Date: Dec 12, 2018 at 1:55 PM

Level: 14
Time: 15 Minutes
Calories: 188
Distance: 1.46 Miles
Distance Climbed: 2081
Speed: 5.85 mph
Pace: 10:15 min/mile
Elliptical HR: 131 bpm
Runkeeper HR: 133 bpm
AppleWatch HR: 131 bpm

Notes:
Warm up. Felt strong. Didn’t push pace. ",,1,FALSE,Markdown
E3AA63A0-018B-4D31-8679-3A8CAEE5D0E2,2018-12-10T16:06:46Z,-86.17362361,39.87903523,2018-12-10T16:07:02Z,-86.17367333,39.87900549,2018-12-12T18:56:37Z,"Elliptical
Date: Dec 10, 2018 at 11:05 AM

Level: 14
Time: 15 Minutes
Calories: 186
Distance: 1.36 Miles
Distance Climbed: 2068
Speed: 5.47 mph
Pace: 10:57 min/mile
Elliptical HR: 135 bpm
Runkeeper HR: 134 bpm
AppleWatch HR: 135 bpm

Notes:
Cool down. Did push thing as I lifted legs. Knee gave out at very end. 

- Creatine 
- Glutamine ",,1,FALSE,Markdown
196BAA76-61FF-453A-AA39-4219ABC1C3F6,2018-12-10T15:14:44Z,0,0,2018-12-10T15:14:44Z,0,0,2018-12-10T15:14:44Z,"Elliptical
Date: Dec 10, 2018 at 10:13 AM

Level: 14
Time: 15 Minutes
Calories: 187
Distance: 1.53 Miles
Distance Climbed: 2086
Speed: 6.14 mph
Pace: 9:45 min/mile
Elliptical HR: 129 bpm
Runkeeper HR: 128 bpm
AppleWatch HR: 130 bpm

Notes:
Warm-up. Did foam roller before and my legs felt better than they have lately. ",,1,FALSE,Markdown
FB2E45C3-A3A9-4BFA-9628-BD04DCEE5633,2018-12-07T15:58:51Z,-86.1738245,39.87912956,2018-12-07T15:58:51Z,-86.1738245,39.87912956,2018-12-10T15:14:44Z,"Elliptical
Date: Dec 7, 2018 at 10:57 AM

Level: 14
Time: 15 Minutes
Calories: 189
Distance: 1.72 Miles
Distance Climbed: 2110
Speed: 6.92 mph
Pace: 8:40 min/mile
Elliptical HR: NaN bpm
Runkeeper HR: 141 bpm
AppleWatch HR: 143 bpm

Notes:
Cool down. Strong. Pushed pace. Knee started to give out at the end. ",,1,FALSE,Markdown
B912BF28-6CD9-418A-A9A4-3B1512B4FE93,2018-12-07T15:03:06Z,0,0,2018-12-07T15:03:06Z,0,0,2019-02-06T18:41:23Z,"Elliptical
Date: Dec 7, 2018 at 10:01 AM

Level: 14
Time: 15 Minutes
Calories: 189
Distance: 1.69 Miles
Distance Climbed: 2108
Speed: 6.79 mph
Pace: 8:49 min/mile
Elliptical HR: 134 bpm
Runkeeper HR: 135 bpm
AppleWatch HR: 136 bpm

Notes:
Warm-up. Felt strong and pushed the ice. New shoes. ",,1,FALSE,Markdown
018E845C-D754-4C07-8DCB-CCFC43821514,2018-12-06T19:25:13Z,0,0,2018-12-06T19:25:13Z,0,0,2018-12-07T05:27:07Z,"Elliptical
Date: Dec 6, 2018 at 2:24 PM

Level: 14
Time: 35 Minutes
Calories: 446
Distance: 3.42 Miles
Distance Climbed: 4989
Speed: 5.86 mph
Pace: 10:13 min/mile
Elliptical HR: 145 bpm
Runkeeper HR: 144 bpm
AppleWatch HR: 145 bpm

Notes:
Another slow one. Just feeling tired today. Probably dehydrated as well. ",,1,FALSE,Markdown
B8D44686-3D88-45E6-B71B-BEB453363881,2018-12-05T16:08:24Z,0,0,2018-12-05T16:09:06Z,-86.17370416,39.87910465,2018-12-06T19:24:09Z,"Elliptical
Date: Dec 5, 2018 at 11:07 AM

Level: 14
Time: 15 Minutes
Calories: 187
Distance: 1.38 Miles
Distance Climbed: 2066
Speed: 5.54 mph
Pace: 10:48 min/mile
Elliptical HR: 133 bpm
Runkeeper HR: 132 bpm
AppleWatch HR: 136 bpm

Notes:
Cool down. Knee started giving out in last minute. ",,1,FALSE,Markdown
0C77586C-D048-4818-8D8B-8E08FD9A9C5C,2018-12-05T15:00:49Z,0,0,2018-12-05T15:00:49Z,0,0,2018-12-05T16:08:24Z,"Elliptical
Date: Dec 5, 2018 at 9:59 AM

Level: 14
Time: 15 Minutes
Calories: 187
Distance: 1.35 Miles
Distance Climbed: 2057
Speed: 5.42 mph
Pace: 11:3 min/mile
Elliptical HR: 124 bpm
Runkeeper HR: 125 bpm
AppleWatch HR: 125 bpm

Notes:
Felt good, but slow. Warm-up. ",,1,FALSE,Markdown
3EFAC35B-B63F-4912-8118-B3F9AC8BFF75,2018-12-04T15:11:36Z,0,0,2018-12-04T15:11:36Z,0,0,2018-12-05T15:00:49Z,"Elliptical
Date: Dec 4, 2018 at 10:09 AM

Level: 14
Time: 35 Minutes
Calories: 445
Distance: 3.35 Miles
Distance Climbed: 4974
Speed: 5.75 mph
Pace: 10:26 min/mile
Elliptical HR: 132 bpm
Runkeeper HR: 134 bpm
AppleWatch HR: 136 bpm

Notes:
Slow and a struggle. Lifted legs yesterday. Lower back pain. Lots of neuropathy numbness (likely due to restricting movement for back. 
- Creatine 
- Glutamine 
- ShroomTech ",,1,FALSE,Markdown
6C0DF07C-EDCD-412E-91C3-E5DA5B7B4B66,2018-12-01T21:07:19Z,0,0,2018-12-01T21:07:19Z,0,0,2019-02-06T18:41:24Z,"Elliptical
Date: Dec 1, 2018 at 4:05 PM

Level: 14
Time: 35 Minutes
Calories: 448
Distance: 3.83 Miles
Distance Climbed: 5039
Speed: 6.57 mph
Pace: 9:7 min/mile
Elliptical HR: 141 bpm
Runkeeper HR: 141 bpm
AppleWatch HR: 142 bpm

Notes:
Felt good. Endurance is increasing. Tried to keep from flexing and pushing my plantar fascia. 
- Glutamine 
- Creatine ",,1,FALSE,Markdown
4F707EDA-B4B4-49CA-8B7B-0B652158BAFF,2018-11-30T19:15:13Z,0,0,2018-11-30T19:15:13Z,0,0,2018-12-01T19:22:38Z,"Elliptical
Date: Nov 30, 2018 at 2:14 PM

Level: 14
Time: 15 Minutes
Calories: 188
Distance: 1.43 Miles
Distance Climbed: 2081
Speed: 5.74 mph
Pace: 10:26 min/mile
Elliptical HR: 133 bpm
Runkeeper HR: 133 bpm
AppleWatch HR: 134 bpm

Notes:
Warm-Up. Worsening right foot pain. ",,1,FALSE,Markdown
4B102434-D784-404C-83EE-3E3C735096DE,2018-11-29T20:15:25Z,0,0,2018-11-29T20:15:25Z,0,0,2018-11-30T19:15:13Z,"Elliptical
Date: Nov 29, 2018 at 3:13 PM

Level: 14
Time: 50 Minutes
Calories: 647
Distance: 4.84 Miles
Distance Climbed: 7284
Speed: 5.82 mph
Pace: 10:18 min/mile
Elliptical HR: 144 bpm
Runkeeper HR: 145 bpm
AppleWatch HR: 146 bpm

Notes:
Extended time because I want to convert Thursday to long days. Didn’t push pace and felt good simply coasting through. Could have gone for longer. Pain in both feet. It may be time for new shoes. 
- Glutamine 
- Creatine ",,1,FALSE,Markdown
95EE45C5-F45D-48D9-9DBF-A839E7CA8F8D,2018-11-28T20:34:54Z,-86.17377035,39.87915376,2018-11-28T20:34:54Z,-86.17377035,39.87915376,2018-11-29T20:07:22Z,"Elliptical
Date: Nov 28, 2018 at 3:33 PM

Level: 14
Time: 15 Minutes
Calories: 189
Distance: 1.52 Miles
Distance Climbed: 2086
Speed: 6.09 mph
Pace: 9:50 min/mile
Elliptical HR: 140 bpm
Runkeeper HR: 140 bpm
AppleWatch HR: NaN bpm

Notes:
Cool down. Headache. Chafing. ",,1,FALSE,Markdown
6AF8A838-2709-4E16-9655-091F51E9006C,2018-11-28T19:34:49Z,0,0,2018-11-28T19:35:05Z,-86.17377035,39.87915376,2018-11-28T20:35:35Z,"Elliptical
Date: Nov 28, 2018 at 2:33 PM

Level: 14
Time: 15 Minutes
Calories: 190
Distance: 1.6 Miles
Distance Climbed: 2095
Speed: 6.42 mph
Pace: 9:19 min/mile
Elliptical HR: 139 bpm
Runkeeper HR: 133 bpm
AppleWatch HR: 133 bpm

Notes:
Warm-up. Right plantar pain. ",,1,FALSE,Markdown
09DE7A88-D95C-4B84-A70F-F02EAA8E4E0B,2018-11-27T15:39:17Z,0,0,2018-11-27T15:39:17Z,0,0,2018-11-28T19:34:49Z,"Elliptical
Date: Nov 27, 2018 at 10:37 AM

Level: 14
Time: 35 Minutes
Calories: 452
Distance: 3.61 Miles
Distance Climbed: 5008
Speed: 6.2 mph
Pace: 9:40 min/mile
Elliptical HR: 137 bpm
Runkeeper HR: 137 bpm
AppleWatch HR: 139 bpm

Notes:
Raised the level to 14. Slower, but not terrible. Only moderate discomfort. 
- ShroomTech 
- Glutamine 
- Creatine 
- eboost (this is new, didn’t notice a huge difference)",,1,FALSE,Markdown
7A01A21D-8CD8-48E0-A1B4-84371F317972,2018-11-26T19:22:21Z,0,0,2018-11-26T19:22:21Z,0,0,2018-11-27T15:39:17Z,"Elliptical
Date: Nov 26, 2018 at 2:20 PM

Level: 13
Time: 35 Minutes
Calories: 424
Distance: 3.54 Miles
Distance Climbed: 4565
Speed: 6.08 mph
Pace: 9:51 min/mile
Elliptical HR: 129 bpm
Runkeeper HR: 127 bpm
AppleWatch HR: 129 bpm

Notes:
Felt good, despite not pushing the pace. Some soreness in my left Achilles/calf. 
- ShroomTech 
- Creatine 
- Glutamine ",,1,FALSE,Markdown
7397CDC4-C99C-4F8F-8975-7F36B44C523A,2018-11-21T21:56:59Z,0,0,2018-11-21T21:56:59Z,0,0,2018-11-23T18:33:55Z,"Elliptical
Date: Nov 21, 2018 at 4:55 PM

Level: 13
Time: 35 Minutes
Calories: 426
Distance: 3.84 Miles
Distance Climbed: 4587
Speed: 6.59 mph
Pace: 9:6 min/mile
Elliptical HR: 137 bpm
Runkeeper HR: 136 bpm
AppleWatch HR: 136 bpm

Notes:
Oddly slow despite’s feeling strong. Listened to podcasts which is likely the problem. 
- ShroomTech 
- Glutamine 
- Creatine ",,1,FALSE,Markdown
B619F453-617D-4571-B3C0-85646ACD0C4B,2018-11-20T15:33:08Z,0,0,2018-11-20T15:33:08Z,0,0,2018-11-21T19:11:57Z,"Elliptical
Date: Nov 20, 2018 at 10:31 AM

Level: 13
Time: 35 Minutes
Calories: 420
Distance: 3.88 Miles
Distance Climbed: 4603
Speed: 6.66 mph
Pace: 8:59 min/mile
Elliptical HR: 138 bpm
Runkeeper HR: 135 bpm
AppleWatch HR: 137 bpm

Notes:
Slow despite feeling relatively good. High heart rate. Yesterday was driven by leg strength which I didn’t feel today. Knee started giving out with a minute and a half left. 
- ShroomTech 
- Glutamine 
- Creatine ",,1,FALSE,Markdown
5024BE5D-0DEE-4459-B87C-11E0C2DB9847,2018-11-19T21:43:01Z,0,0,2018-11-19T21:43:01Z,0,0,2018-11-20T15:33:08Z,"Elliptical
Date: Nov 19, 2018 at 4:41 PM

Level: 13
Time: 35 Minutes
Calories: 421
Distance: 4.18 Miles
Distance Climbed: 4638
Speed: 7.17 mph
Pace: 8:21 min/mile
Elliptical HR: 143 bpm
Runkeeper HR: 135 bpm
AppleWatch HR: 136 bpm

Notes:
Surprisingly strong despite a few rough days. Some left leg and foot pain. Otherwise felt good. 
- ShroomTech 
- Glutamine 
- Creatine ",,1,FALSE,Markdown
F4FFBD38-DC02-417F-B84F-6DB67ED3F5AA,2018-11-17T19:47:58Z,0,0,2018-11-17T19:47:58Z,0,0,2018-11-19T18:56:33Z,"Elliptical
Date: Nov 17, 2018 at 2:46 PM

Level: 13
Time: 35 Minutes
Calories: 416
Distance: 3.62 Miles
Distance Climbed: 4547
Speed: 6.21 mph
Pace: 9:39 min/mile
Elliptical HR: 131 bpm
Runkeeper HR: 130 bpm
AppleWatch HR: 132 bpm

Notes:
Slow and steady. Lower left leg still hurting. 
- ShroomTech 
- Glutamine 
- Creatine 
- BCAA",,1,FALSE,Markdown
C342C923-4C81-4513-ACC4-7B4881C237C2,2018-11-14T20:23:11Z,0,0,2018-11-14T20:23:11Z,0,0,2018-11-17T19:28:01Z,"Elliptical
Date: Nov 14, 2018 at 3:20 PM

Level: 10
Time: 35 Minutes
Calories: 380
Distance: 3.7 Miles
Distance Climbed: 3880
Speed: 6.34 mph
Pace: 9:27 min/mile
Elliptical HR: 133 bpm
Runkeeper HR: NaN bpm
AppleWatch HR: 134 bpm

Notes:
Dropped level to 10 and didn’t push the pace due to lower left leg pain. Just glad I worked out. 
- Glutamine 
- Creatine 
- ShroomTech 
- BCAA",,1,FALSE,Markdown
B2484597-1D0C-4273-8D00-417658F272BB,2018-11-13T17:54:41Z,0,0,2018-11-13T17:54:41Z,0,0,2018-11-14T19:26:17Z,"Elliptical
Date: Nov 13, 2018 at 12:52 PM

Level: 13
Time: 35 Minutes
Calories: 427
Distance: 4.52 Miles
Distance Climbed: 4729
Speed: 7.75 mph
Pace: 7:44 min/mile
Elliptical HR: 137 bpm
Runkeeper HR: NaN bpm
AppleWatch HR: 137 bpm

Notes:
Absolutely flew. Started thinking I’d take it slow, but music carried me. Little pain, although left knee started popping at the end. 
- ShroomTech 
- Glutamine 
- Creatine 
- Onnit pre-workout
",,1,FALSE,Markdown
31AB6DEF-D7BF-4802-9CFD-D5AF8030CEC9,2018-11-12T19:02:14Z,0,0,2018-11-12T19:02:14Z,0,0,2018-11-12T22:44:56Z,"Elliptical
Date: Nov 12, 2018 at 2:00 PM

Level: 13
Time: 38 Minutes
Calories: 420
Distance: 4.04 Miles
Distance Climbed: 4627
Speed: 6.94 mph
Pace: 8:38 min/mile
Elliptical HR: 130 bpm
Runkeeper HR: NaN bpm
AppleWatch HR: 132 bpm

Notes:
Mentally stronger. Didn’t push the pace so I had to sprint the last 2:30 to get 4 miles. Lower leg pain in both legs. Some lower back pain. 
- ShroomTech
- Glutamine
- Creatine ",,1,FALSE,Markdown
15E5CBB9-B2CF-4A3B-A678-25865FE616D9,2018-11-11T22:28:57Z,0,0,2018-11-11T22:28:57Z,0,0,2018-11-12T03:22:51Z,"Elliptical
Date: Nov 11, 2018 at 5:27 PM

Level: 13
Time: 35 Minutes
Calories: 420
Distance: 4.03 Miles
Distance Climbed: 4625
Speed: 6.92 mph
Pace: 8:39 min/mile
Elliptical HR: 141 bpm
Runkeeper HR: NaN bpm
AppleWatch HR: 140 bpm

Notes:
Pushed it again to get over 4 miles. Felt really tough (beers before didn’t help). Listened to Mini-Marathon mix to fix my head. Kind of worked. ",,1,FALSE,Markdown
6325C376-A32D-4433-A327-259C2360D58B,2018-11-10T20:50:20Z,0,0,2018-11-10T20:50:20Z,0,0,2018-11-11T22:28:57Z,"Elliptical
Date: Nov 10, 2018 at 3:47 PM

Level: 13
Time: 35 Minutes
Calories: 421
Distance: 4.15 Miles
Distance Climbed: 4636
Speed: 7.13 mph
Pace: 8:24 min/mile
Elliptical HR: 140 bpm
Runkeeper HR: NaN bpm
AppleWatch HR: 143 bpm

Notes:
Pushed the pace from the start, but barely passed yesterday. Sad how that impacts calories, too. Feeling much stronger from a fitness standpoint.  Still a little sick, though. The mental side of things needs to improve before upping level or upping the time. ",,1,FALSE,Markdown
FA43A944-B33F-4EDB-B546-1616FE61C193,2018-11-09T20:09:30Z,0,0,2018-11-09T20:09:30Z,0,0,2018-11-10T07:08:23Z,"Elliptical
Date: Nov 9, 2018 at 3:07 PM

Level: 13
Time: 35 Minutes
Calories: 418
Distance: 4.02 Miles
Distance Climbed: 4620
Speed: 6.89 mph
Pace: 8:41 min/mile
Elliptical HR: 145 bpm
Runkeeper HR: 147 bpm
AppleWatch HR: 147 bpm

Notes:
Pushed the pace to get over 4 miles. Felt strong despite being sick. ",,1,FALSE,Markdown
